"","word","gender","cnt"
"802","Achterdeck","n",188
"1391","Änderungsdienst","m",188
"1733","Anlieferungen","f",188
"2249","Apfelsine","f",188
"2874","Arierparagraph","m",188
"3165","Asteroid","m",188
"4138","Ausholbewegung","f",188
"4476","Ausspähen","n",188
"4643","Autofenster","n",188
"4644","Autofiktion","f",188
"5204","Bärlauch","m",188
"5753","Bedienerführung","f",188
"5992","Behandlungsplatz","m",188
"6750","Beschaltung","f",188
"6843","Besitzbürger","m",188
"7052","Betreuungsgeld","n",188
"7964","Cleverness","f",188
"8152","Corioliskraft","f",188
"8643","Dioxan","n",188
"9140","Dörrer","m",188
"9344","Drilling","m",188
"9397","Drohpotenzial","n",188
"9539","Dudelsack","m",188
"9639","Durchgangszoll","m",188
"10174","Eilzuständigkeit","f",188
"10522","Einriss","m",188
"11285","Enargit","m",188
"11618","Enthaarung","f",188
"12400","Erkenntlichkeit","f",188
"12639","Ersatzforderung","f",188
"12682","Erschöpfungszustand","m",188
"13357","Exportleistung","f",188
"13683","Fahrzeugteile","f",188
"14270","Feldfutter","n",188
"14601","Fundstätte","f",188
"14736","Fürstenherrschaft","f",188
"15010","Gartenpavillon","m",188
"15304","Gebührenverzeichnis","n",188
"15356","Gedächtnisaufgabe","f",188
"15488","Gemeindereformation","f",188
"16210","Geschäftskonto","n",188
"16396","Geschwindigkeitsbeschränkung","f",188
"16795","Gewehrfabrik","f",188
"16882","Gewinnerin","f",188
"16959","Ghrelin","n",188
"16987","Giftzahn","m",188
"17027","Girlande","f",188
"17437","Hauptklasse","f",188
"17539","Hauptton","m",188
"17866","Hufgelenk","n",188
"18499","Impulsreferat","n",188
"18792","Informationsmanager","m",188
"19709","Itemanalyse","f",188
"20164","Kalkhydrat","n",188
"20214","Kälteleistung","f",188
"20393","Kaninchenzucht","f",188
"20481","Kapillardruck","m",188
"20692","Karosseriebau","m",188
"21247","Kernreaktor","m",188
"22128","Knochenaufbau","m",188
"22142","Knochenleiden","n",188
"22300","Kohlenstoffquelle","f",188
"22354","Kollagenase","f",188
"22506","Kommemoration","f",188
"22725","Komprimierbarkeit","f",188
"22754","Konditionstraining","n",188
"22861","Königsbuch","n",188
"23052","Konsulent","m",188
"23534","Korolle","f",188
"23734","Kostenmodell","n",188
"24243","Kriegsbeteiligung","f",188
"24352","Kriegszone","f",188
"24588","Magnesiumchlorid","n",188
"24607","Magnetplatte","f",188
"24649","Mahnwort","n",188
"24880","Mannequin","n",188
"25309","Maschinenelement","n",188
"25402","Massenhysterie","f",188
"26560","Milchgebiss","n",188
"26713","Minderheitengruppe","f",188
"26747","Mindestforderung","f",188
"27109","Mitschuldige","f",188
"27127","Mittagsschläfchen","n",188
"27829","Multidisziplinarität","f",188
"28013","Musikstunde","f",188
"28187","Myelographie","f",188
"28472","Nachtjagd","f",188
"28524","Nachwuchsspieler","m",188
"28920","Naturtalent","n",188
"29149","Schieneninfrastruktur","f",188
"29621","Schmelzfluss","m",188
"29694","Schnappen","n",188
"29701","Schnaufer","m",188
"29719","Schneefeld","n",188
"31220","Selbsterfassung","f",188
"31457","Semit","m",188
"31536","Separator","m",188
"31763","Sicherheitsfonds","m",188
"32330","Smoker","m",188
"32565","Systemauswahl","f",188
"32698","Tafelglas","n",188
"32761","Tagesraum","m",188
"33197","Technoszene","f",188
"33462","Temperatursensor","m",188
"34279","Turteltaube","f",188
"34300","Twen","m",188
"34792","Umlagesatz","m",188
"35110","Unerfüllbarkeit","f",188
"35473","Unterhaltungsbranche","f",188
"35771","Unterthema","n",188
"36115","Vaginalschleimhaut","f",188
"36360","Zapfsäule","f",188
"36864","Zerteilen","n",188
"37053","Zinkweiß","n",188
"37373","Zugbelastung","f",188
"37739","Zwangshaltung","f",188
"442","Abschiedsvorlesung","f",187
"1050","Aluminiumfolie","f",187
"1209","Amtsgebäude","n",187
"1397","Änderungsverfahren","n",187
"1890","Anschlussstelle","f",187
"1964","Antananarivo","n",187
"2023","Antikenrezeption","f",187
"2171","Anwendungszweck","m",187
"3128","Assessorexamen","n",187
"3691","Aufsichtstätigkeit","f",187
"4462","Äußerste","f",187
"4820","Bachforelle","f",187
"5057","Bandonion","n",187
"5540","Baumwollproduktion","f",187
"6650","Berufswissen","n",187
"6963","Bestnote","f",187
"7085","Betriebseinnahme","f",187
"7392","Beweisurkunde","f",187
"7521","Bezugsdokument","n",187
"8302","Dachschiefer","m",187
"8440","Dienstagabend","m",187
"8622","Dingsda","n",187
"9011","Donatist","m",187
"9480","Drucksensor","m",187
"10632","Einstellungsverfahren","n",187
"10762","Einzelinteresse","n",187
"11414","Energieänderung","f",187
"11699","Entropiesatz","m",187
"11896","Entwicklungstest","m",187
"12453","Erklärungsvariable","f",187
"12645","Ersatzlösung","f",187
"13053","Ethnonationalismus","m",187
"13836","Familienhintergrund","m",187
"13899","Fangvorrichtung","f",187
"14008","Faserknochen","m",187
"14181","Fehlkonstruktion","f",187
"14565","Füllgut","n",187
"14800","Fußgewölbe","n",187
"14912","Gamba","f",187
"15051","Gash","m",187
"15704","Generikum","n",187
"16175","Geschäftsbereichsleiter","m",187
"16352","Geschlechtspartner","m",187
"16587","Gestaltungsfunktion","f",187
"16599","Gestaltungstherapie","f",187
"17082","Gülpen","n",187
"17098","Gummisammler","m",187
"17902","Hula","m",187
"18154","Hypomobilität","f",187
"18156","Hyponymie","f",187
"18338","Illit","m",187
"18486","Improvisationstalent","n",187
"18557","Indignation","f",187
"19317","Interkontinentalrakete","f",187
"19933","Juniorprofessorin","f",187
"19958","Jussiv","m",187
"20454","Kanzlerbungalow","m",187
"20461","Kanzlist","m",187
"20636","Kardamom","m",187
"21339","Kiefernwald","m",187
"21408","Kinderbücherei","f",187
"21611","Kirchenrechtler","m",187
"21866","Kleinbesitzer","m",187
"22301","Kohlenvorkommen","n",187
"22365","Kollegialsystem","n",187
"22639","Kompassnadel","f",187
"22713","Komposthaufen","m",187
"22801","Konfliktaustrag","m",187
"23233","Kontrollillusion","f",187
"23256","Kontrollzeichen","n",187
"23505","Korkeiche","f",187
"23524","Kornform","f",187
"23743","Kostenprognose","f",187
"23752","Kostensenkungspotenzial","n",187
"23830","Kraftfahrzeugversicherung","f",187
"24095","Kreditverkauf","m",187
"24151","Kreißende","f",187
"24205","Kreuzkorrelation","f",187
"24609","Magnetresonanz","f",187
"25177","Marktleiter","m",187
"25365","Maßanzug","m",187
"25431","Massenterror","m",187
"25835","Mehrarbeitszeit","f",187
"25876","Mehrheitsvotum","n",187
"26014","Memoirenschreiber","m",187
"26294","Metalimnion","n",187
"26333","Metareligion","f",187
"26486","Migrationsmuster","n",187
"26684","Millimeterpapier","n",187
"27097","Mitrailleuse","f",187
"28386","Nachmärz","m",187
"28465","Nachtfahrverbot","n",187
"28556","Nagelbett","n",187
"28988","Scheinbild","n",187
"29182","Schiffseigentümer","m",187
"29325","Schlafstätte","f",187
"29426","Schleimdrüse","f",187
"29505","Schlückchen","n",187
"29915","Schrankenwärter","m",187
"29979","Schreibtischstuhl","m",187
"30754","Schwingungsfestigkeit","f",187
"30922","Seezunge","f",187
"31185","Selbstbewusstheit","f",187
"31674","Sexualkunde","f",187
"31928","Signalanhebung","f",187
"32743","Tageskurs","m",187
"33601","Testamentseröffnung","f",187
"34721","Umblättern","n",187
"35142","Unfallschutz","m",187
"35756","Untersuchungsprogramm","n",187
"35796","Unterwuchs","m",187
"35803","Untiefe","f",187
"35818","Unverbesserlichkeit","f",187
"36395","Zauderer","m",187
"36603","Zeittakt","m",187
"37008","Zigarettenmarke","f",187
"37012","Zigarillo","m",187
"37192","Zoche","f",187
"37501","Zungenbrecher","m",187
"477","Abschrecken","n",186
"634","Abtönung","f",186
"704","Abwehrschlacht","f",186
"964","Alternativlösung","f",186
"1019","Altflöte","f",186
"1359","Anbieterstruktur","f",186
"1813","Anpassungshilfe","f",186
"1889","Anschlussmotiv","n",186
"2705","Arbeitsstoff","m",186
"2731","Arbeitsumverteilung","f",186
"2749","Arbeitsverrichtung","f",186
"2799","Archikortex","m",186
"3003","Arterienverkalkung","f",186
"3185","Astralreise","f",186
"3796","Aufzählungstyp","m",186
"4029","Ausführungsanzeige","f",186
"4062","Ausgangsbedingung","f",186
"5054","Bandleader","m",186
"5065","Bandweite","f",186
"5216","Barockzeitalter","n",186
"5319","Baskenmütze","f",186
"5453","Baufreiheit","f",186
"5765","Bedingungsfaktor","m",186
"6925","Bestelladresse","f",186
"6951","Bestimmungsbahnhof","m",186
"7104","Betriebshierarchie","f",186
"8125","Containerschiff","n",186
"8950","Dollarknappheit","f",186
"9059","Doppelgebot","n",186
"9093","Doppeltheit","f",186
"10042","Eierstab","m",186
"11150","Elternvertretung","f",186
"11152","Eluat","n",186
"11263","Emphyteuse","f",186
"11306","Enddruck","m",186
"12198","Erdulden","n",186
"12260","Erfolgsbedingung","f",186
"12992","Essenszeit","f",186
"13172","Eventration","f",186
"13192","Ewigkeitsgarantie","f",186
"13828","Familiengesetz","n",186
"13831","Familiengrab","n",186
"14099","Federmanometer","n",186
"14360","Ferge","m",186
"15167","Gaukelspiel","n",186
"15264","Gebirgsschlag","m",186
"16607","Gestammel","n",186
"16656","Gesundheitsgefahr","f",186
"16800","Gewerbeamt","n",186
"16932","Gewogenheit","f",186
"17368","Hauptbild","n",186
"17856","Huckepack","m",186
"18035","Hydrocoel","n",186
"18527","Indexdatei","f",186
"18709","Infektionsschutz","m",186
"20041","Kaffeeautomat","m",186
"20055","Kaffeesatz","m",186
"20399","Kannegießer","m",186
"20646","Kardinaltugend","f",186
"20699","Karpell","n",186
"20881","Katalogzettel","m",186
"21157","Kenntlichkeit","f",186
"21335","Kieferhälfte","f",186
"21357","Kieselgel","n",186
"21571","Kirchenfürst","m",186
"22011","Klitikon","n",186
"22979","Konsensmodell","n",186
"23332","Konzerntochter","f",186
"23341","Konzertform","f",186
"23591","Körperschaden","m",186
"23698","Kostenaufstellung","f",186
"23858","Kraftwerkstechnik","f",186
"23900","Krankengymnastin","f",186
"24754","Malleus","m",186
"25540","Materialwert","m",186
"25768","Medizinerin","f",186
"27803","Mukozele","f",186
"27813","Müllcontainer","m",186
"27911","Münzgeld","n",186
"27923","Münzwurf","m",186
"28060","Muskelpumpe","f",186
"28096","Musterbuch","n",186
"28411","Nachrichtenformat","n",186
"29139","Schieferton","m",186
"29200","Schikanieren","n",186
"29264","Schlachtabfall","m",186
"29466","Schliere","f",186
"29891","Schot","f",186
"30005","Schriftfamilie","f",186
"30295","Schulschwänzer","m",186
"31082","Seitenzahn","m",186
"31126","Sekundenzeiger","m",186
"31165","Selbstbereicherung","f",186
"31944","Signaturverordnung","f",186
"32037","Simvastatin","n",186
"32536","Synthesekautschuk","m",186
"32645","Tabakhandel","m",186
"32784","Tagungsbeitrag","m",186
"33042","Tatopfer","n",186
"33273","Teilidentität","f",186
"33425","Telomerase","f",186
"33730","Textkommunikation","f",186
"33755","Textversion","f",186
"33914","Thermalbad","n",186
"34541","Überschreitungswahrscheinlichkeit","f",186
"34596","Übertragungsleitung","f",186
"34787","Umkristallisation","f",186
"34830","Umrundung","f",186
"34888","Umsetzungsplan","m",186
"35660","Unterrichtserfahrung","f",186
"35805","Untote","f",186
"36032","Ursendung","f",186
"36614","Zeitungsmacher","m",186
"37082","Zinseszinseffekt","m",186
"37088","Zinslast","f",186
"37127","Zirkumzision","f",186
"37264","Zoomobjektiv","n",186
"37637","Zusatzzeichen","n",186
"37766","Zwangssterilisierung","f",186
"37851","Zweitname","m",186
"23","Abbazia","n",185
"90","Abendmahlzeit","f",185
"106","Abenteuerspielplatz","m",185
"354","Abräumen","n",185
"514","Absetzbewegung","f",185
"863","Additionsverbindung","f",185
"978","Altersdifferenz","f",185
"1336","Anästhetikum","n",185
"1352","Anbauverfahren","n",185
"2195","Anzeigenkampagne","f",185
"2250","Apfelwein","m",185
"2352","Aquamarin","m",185
"2501","Arbeitseignung","f",185
"3340","Atomstaat","m",185
"3663","Aufschneider","m",185
"3882","Ausbedingung","f",185
"4297","Ausriss","m",185
"4313","Aussagegenehmigung","f",185
"4394","Außenhandelsfinanzierung","f",185
"4579","Auswahlsatz","m",185
"4661","Autökologie","f",185
"4663","Autokorrelationsfunktion","f",185
"4815","Bachbett","n",185
"4879","Badstube","f",185
"4996","Ballkontrolle","f",185
"5060","Bandstahl","m",185
"5444","Bauerschaft","f",185
"6395","Beratungsgebühr","f",185
"7517","Bezüger","m",185
"7714","Bilderverehrung","f",185
"7749","Bildmessung","f",185
"8254","Cyansäure","f",185
"8255","Cyberpunk","m",185
"8890","Dodekanes","m",185
"8972","Dombaumeister","m",185
"9173","Douane","f",185
"9316","Dreiständelehre","f",185
"9343","Drillich","m",185
"9533","Dublett","n",185
"9724","Durchsuchungsbefehl","m",185
"9729","Durchziehen","n",185
"9772","Dyslexie","f",185
"9881","Effektivitätsprinzip","n",185
"11295","Endabrechnung","f",185
"11433","Energieeintrag","m",185
"11453","Energielücke","f",185
"11629","Enthospitalisierung","f",185
"11910","Entwirrung","f",185
"12751","Erstzulassung","f",185
"12962","Eskader","f",185
"13230","Exhalation","f",185
"13605","Fahrdamm","m",185
"13898","Fanggerät","n",185
"13910","Farbabbildung","f",185
"13961","Farbqualität","f",185
"14147","Fehlerfunktion","f",185
"14366","Ferientag","m",185
"14938","Ganglinie","f",185
"15050","Gasgeschwindigkeit","f",185
"15163","Gauch","m",185
"15303","Gebührentabelle","f",185
"15350","Geburtsweg","m",185
"15420","Geduldsfaden","m",185
"15530","Gemeinschaftsgedanke","m",185
"15814","Geopolitiker","m",185
"16763","Gewaltsituation","f",185
"17151","Güterkraftverkehrsgesetz","n",185
"18031","Hydria","f",185
"18180","Hypothekenforderung","f",185
"18487","Improvisationstheater","n",185
"18498","Impulspapier","n",185
"18820","Informationsstrategie","f",185
"19115","Inspektionsreise","f",185
"19353","Internetunternehmen","n",185
"19417","Interviewter","m",185
"19680","Isopropanol","n",185
"19707","Italienzug","m",185
"19726","Jokus","m",185
"20751","Kartieranleitung","f",185
"20954","Kattundruck","m",185
"21918","Kleintransporter","m",185
"22336","Kolanuss","f",185
"22467","Kombinationsgabe","f",185
"22644","Kompensationsgeschäft","n",185
"23461","Kopierpapier","n",185
"23671","Kosak","m",185
"23788","Kothaufen","m",185
"24062","Kreditinanspruchnahme","f",185
"24377","Kriminalitätstheorie","f",185
"25355","Masowien","n",185
"25498","Mastopathie","f",185
"26314","Metallwerk","n",185
"26565","Milchkanne","f",185
"26856","Minnelied","n",185
"26907","Mischverfahren","n",185
"27180","Mittelhirndach","n",185
"27322","Mochica","f",185
"27323","Mochica","n",185
"27681","Morsezeichen","n",185
"27754","Motorschiff","n",185
"27952","Museumsführer","m",185
"28363","Nachkriegsmoderne","f",185
"28713","Narrenturm","m",185
"28816","Nationalreligion","f",185
"29360","Schlagloch","n",185
"29412","Schleierfahndung","f",185
"30156","Schuldenproblem","n",185
"30447","Schutzjude","m",185
"30521","Schwammgewebe","n",185
"30593","Schwebstoff","m",185
"31116","Sekundarschulwesen","n",185
"31864","Siebtrommel","f",185
"31912","Siegespreis","m",185
"31995","Siliziumdioxid","n",185
"32383","Surfbrett","n",185
"32833","Talkum","n",185
"34025","Thyreotropin","n",185
"35215","Unheilbarkeit","f",185
"35817","Unveräußerlichkeit","f",185
"36318","Zahngrube","f",185
"36457","Zeichenwelt","f",185
"36651","Zellatmung","f",185
"36796","Zentriertheit","f",185
"36975","Zielserver","m",185
"36977","Zielsetzungstheorie","f",185
"37084","Zinsgefälle","n",185
"37559","Zusammenbruchstheorie","f",185
"232","Abirrung","f",184
"1140","Ammoniumnitrat","n",184
"2183","Anwuchs","m",184
"2529","Arbeitsfuge","f",184
"3337","Atomreaktor","m",184
"3613","Aufnahmegebühr","f",184
"3920","Ausbildungsschule","f",184
"4007","Ausflügler","m",184
"4658","Autokäufer","m",184
"5293","Basiskomponente","f",184
"5520","Baumgruppe","f",184
"5754","Bedienerin","f",184
"6212","Belcanto","m",184
"6227","Belegungsdichte","f",184
"6267","Belobigung","f",184
"6486","Bergkiefer","f",184
"6919","Bestechungsgeld","n",184
"7055","Betreuungsintensität","f",184
"7269","Bevölkerungsschrumpfung","f",184
"7462","Bewusstseinsstufe","f",184
"7802","Bildungsbedarfsanalyse","f",184
"8282","Dachbegrünung","f",184
"8297","Dachpappe","f",184
"8454","Dienstenthebung","f",184
"8822","Distributionsgrad","m",184
"8842","Dithering","n",184
"8879","Dobermann","m",184
"9780","Dysphorie","f",184
"10037","Eierkuchen","m",184
"10065","Eigenbrötler","m",184
"11040","Elektronenkonzentration","f",184
"11249","Empfangsstelle","f",184
"11600","Entgang","m",184
"11657","Entlassungsgrund","m",184
"11855","Entwicklungsingenieur","m",184
"11938","Entzündungsprozess","m",184
"12045","Epoxid","n",184
"12195","Erdschicht","f",184
"12916","Erziehungsdirektor","m",184
"13874","Familienverbund","m",184
"14060","Fäustchen","n",184
"14399","Fernmeldetechnik","f",184
"14576","Fummel","m",184
"14697","Funkturm","m",184
"15091","Gastfreundlichkeit","f",184
"15236","Gebetsraum","m",184
"15286","Gebrauchssprache","f",184
"15678","Generalsuperior","m",184
"15862","Geräuschentwicklung","f",184
"16398","Geschwindigkeitskonstante","f",184
"17269","Härtetest","m",184
"17601","Hausbesorger","m",184
"18236","Idealstadt","f",184
"18610","Indulgenz","f",184
"19204","Integrationskonstante","f",184
"19452","Intrusivkörper","m",184
"19682","Isostasie","f",184
"20742","Kartenlesen","n",184
"21220","Kerngemeinde","f",184
"21293","Kettchen","n",184
"21812","Klavierlehrer","m",184
"21868","Kleinbildkamera","f",184
"21930","Kleistogamie","f",184
"22900","Konjunkturkrise","f",184
"23728","Kosteninflation","f",184
"24072","Kreditlimit","n",184
"24598","Magnetisierungsstrom","m",184
"24975","Marginalanalyse","f",184
"25099","Marketingmaßnahme","f",184
"25208","Marktsozialismus","m",184
"25502","Mastvieh","n",184
"26226","Messewirtschaft","f",184
"26299","Metallbau","m",184
"27021","Mitbehandlung","f",184
"27536","Monopolismus","m",184
"27615","Moraltheologe","m",184
"27792","Mühelosigkeit","f",184
"27918","Münzrecht","n",184
"28464","Nachtfahrt","f",184
"28604","Nahrungsbedürfnis","n",184
"28675","Namenszusatz","m",184
"28843","Natriumthiosulfat","n",184
"28876","Naturgas","n",184
"29800","Schnorchel","m",184
"29853","Schönheitspflege","f",184
"29920","Schrapnellkugel","f",184
"30092","Schuhputzer","m",184
"30471","Schutzstange","f",184
"30586","Schwarzwild","n",184
"31036","Seitenanzahl","f",184
"31506","Senner","m",184
"32044","Sinfonietta","f",184
"32951","Tarifsatz","m",184
"33113","Täuschungsabsicht","f",184
"33192","Technologieführer","m",184
"33300","Teilordnung","f",184
"33770","Thalassa","f",184
"35038","Unbehaglichkeit","f",184
"35800","Unterzeile","f",184
"36203","Zagros","m",184
"36617","Zeitungsnotiz","f",184
"37467","Zulieferkette","f",184
"37643","Zuschauerzahl","f",184
"37920","Zwischenkredit","m",184
"38009","Zytokin","n",184
"21","Abbauprodukt","n",183
"339","Abonnentenversicherung","f",183
"739","Abzugskapital","n",183
"1318","Anamnesebogen","m",183
"1597","Anhaften","n",183
"1805","Anpasser","m",183
"2075","Antitrustrecht","n",183
"2575","Arbeitskräfteplanung","f",183
"3606","Aufmerksamkeitswert","m",183
"3702","Aufstauung","f",183
"4224","Auslautverhärtung","f",183
"4399","Außenhandelstätigkeit","f",183
"4578","Auswahlregel","f",183
"4632","Autobatterie","f",183
"4691","Automobiltechnik","f",183
"4711","Autoradiographie","f",183
"5339","Bastet","f",183
"5627","Bayram","m",183
"6139","Beitrittsland","n",183
"6177","Bekleidungsunternehmen","n",183
"6424","Berechnungsart","f",183
"6505","Bergsee","m",183
"6531","Berichtsformat","n",183
"6563","Berufene","f",183
"6676","Beryll","m",183
"7811","Bildungschance","f",183
"7995","Cob","m",183
"9110","Dopplerfrequenz","f",183
"9241","Dreckskerl","m",183
"9347","Dringlichkeitsantrag","m",183
"9376","Drogengeschäft","n",183
"9544","Duftlampe","f",183
"9637","Durchgangsstufe","f",183
"9681","Durchschnittsberechnung","f",183
"9710","Durchschuss","m",183
"10356","Einheitsmatrix","f",183
"10453","Einlagengeschäft","n",183
"10872","Eisengitter","n",183
"10874","Eisenhut","m",183
"11012","Elektrofischerei","f",183
"11063","Elektroschock","m",183
"11783","Entsorgen","n",183
"12039","Epochenunterricht","m",183
"13319","Expertensicht","f",183
"13352","Exportgut","n",183
"13768","Fallwinkel","m",183
"13916","Farbdoppler","m",183
"13947","Farbkombination","f",183
"14035","Fastentuch","n",183
"14094","Federbett","n",183
"14396","Fernlicht","n",183
"14417","Fernsehempfang","m",183
"14898","Gallone","f",183
"15465","Gemeindediener","m",183
"15491","Gemeindeschwester","f",183
"15789","Genussschein","m",183
"15951","Gerontagogik","f",183
"16049","Gesamtkonzentration","f",183
"16401","Geschwindigkeitsüberschreitung","f",183
"16548","Gesprächsbasis","f",183
"16695","Getränkesteuer","f",183
"17058","Guckkasten","m",183
"17090","Gummiball","m",183
"17293","Haselmaus","f",183
"17496","Hauptschalter","m",183
"17598","Hausberg","m",183
"17666","Haushaltssaldo","m",183
"17778","Hautwiderstand","m",183
"17950","Hundehütte","f",183
"18493","Impulsfolge","f",183
"18729","Inflationsgefahr","f",183
"19427","Intimisierung","f",183
"19818","Jugendausschuss","m",183
"19898","Juliheft","n",183
"20022","Kadavergehorsam","m",183
"20274","Kämmerchen","n",183
"20468","Kapazitätsabgleich","m",183
"20538","Kapitalinvestition","f",183
"21299","Kettenhemd","n",183
"21714","Klangfolge","f",183
"22076","Knallquecksilber","n",183
"22154","Knochenstoffwechsel","m",183
"22453","Kolposkopie","f",183
"23206","Kontrasignatur","f",183
"23429","Kopfregion","f",183
"23602","Körperstruktur","f",183
"23919","Krankenkassa","f",183
"23979","Kranzarterie","f",183
"24395","Krinoline","f",183
"24706","Maklerprovision","f",183
"25087","Marketerie","f",183
"25374","Massenanteil","m",183
"25583","Mätzchen","n",183
"25737","Medienvergleich","m",183
"25930","Meiofauna","f",183
"26125","Mentalreservation","f",183
"26810","Minibus","m",183
"27957","Museumsleitung","f",183
"28534","Nackenschild","m",183
"28618","Nahrungsmittelknappheit","f",183
"28636","Nahverhältnis","n",183
"28728","Naschmarkt","m",183
"29416","Schleiferei","f",183
"29535","Schlüsselanhänger","m",183
"29580","Schlusslehre","f",183
"30662","Schwellenzeit","f",183
"30675","Schwerarbeiter","m",183
"30834","Seefisch","m",183
"30928","Segelsport","m",183
"31420","Selektionsverfahren","n",183
"31487","Sendungsverfolgung","f",183
"31663","Sextil","n",183
"32003","Silvesterabend","m",183
"32017","Simplifikation","f",183
"32968","Taschenatlas","m",183
"33091","Taufpate","m",183
"33106","Täuscher","m",183
"33260","Teilenummer","f",183
"33328","Teilurteil","n",183
"33683","Textanordnung","f",183
"33923","Thermogenese","f",183
"35603","Unternehmenssteuer","f",183
"36473","Zeisig","m",183
"36659","Zellengewölbe","n",183
"36723","Zensurpraxis","f",183
"37113","Zirbe","f",183
"37322","Zuckerwatte","f",183
"462","Abschlussquote","f",182
"832","Ackerweide","f",182
"996","Altersstar","m",182
"1459","Anfangsposition","f",182
"1578","Angoraziege","f",182
"1773","Annexin","n",182
"1839","Anreihung","f",182
"1954","Anstößigkeit","f",182
"2269","Apokope","f",182
"3790","Aufwiegelung","f",182
"4188","Auslandsdeutsche","f",182
"4674","Automatisieren","n",182
"5150","Bannmeile","f",182
"5294","Basiskurs","m",182
"5702","Beckenring","m",182
"6431","Berechnungsverordnung","f",182
"6540","Berichtszeitpunkt","m",182
"7027","Betonwerk","n",182
"7610","Bienenkönigin","f",182
"8069","Compagnon","m",182
"8145","Coquille","f",182
"8191","Couturier","m",182
"8588","Digression","f",182
"9004","Domschatz","m",182
"9272","Drehtag","m",182
"9327","Drempel","m",182
"9374","Drogenfahnder","m",182
"10109","Eigenraum","m",182
"10354","Einheitskultur","f",182
"11632","Enthymem","n",182
"11810","Entsühnung","f",182
"12085","Erbhuldigung","f",182
"12201","Erdwachs","n",182
"12315","Ergänzungsfrage","f",182
"12899","Erzfrachter","m",182
"12993","Essential","n",182
"13278","Exocytose","f",182
"13661","Fahrtrichtungsanzeiger","m",182
"13714","Fakultas","f",182
"13955","Farbmessung","f",182
"14050","Fäule","f",182
"14158","Fehlernummer","f",182
"14890","Gallenstein","m",182
"14979","Garantin","f",182
"15141","Gasversorgungsunternehmen","f",182
"15143","Gasvolumen","n",182
"15144","Gaswagen","m",182
"15676","Generalstudium","n",182
"16272","Geschichtchen","n",182
"17372","Hauptbüro","n",182
"17577","Hauptzentrum","n",182
"17611","Hauseigentum","n",182
"17751","Hautdurchblutung","f",182
"17752","Hautemphysem","n",182
"19804","Jüdischkeit","f",182
"19974","Justizpflege","f",182
"20363","Kanaille","f",182
"20553","Kapitalmarktpolitik","f",182
"21703","Klamauk","m",182
"21706","Klammerung","f",182
"22163","Knockout","m",182
"22600","Kommunikationsverbindung","f",182
"22773","Konferenzsekretär","m",182
"22851","Kongressabgeordnete","f",182
"23093","Kontagiosität","f",182
"23497","Koregulierung","f",182
"23865","Krainburg","n",182
"24232","Kriegerwitwe","f",182
"24436","Kristallwasser","n",182
"24527","Luv","f",182
"24745","Malermeister","m",182
"24823","Mandelstein","m",182
"25256","Marschgeschwindigkeit","f",182
"25628","Maximalzahl","f",182
"26276","Meßwerterfassung","f",182
"26661","Militärstaatsanwaltschaft","f",182
"26852","Ministrant","m",182
"26889","Mischkonzern","m",182
"27439","Mollakkord","m",182
"27862","Mummenschanz","m",182
"27945","Musenhof","m",182
"28282","Nachdrücklichkeit","f",182
"29681","Schmollen","n",182
"29687","Schmutzwäsche","f",182
"30238","Schulheft","n",182
"31119","Sekundärstadium","n",182
"31622","Servilismus","m",182
"32034","Simultanimpfung","f",182
"32183","Sitzreihe","f",182
"32270","Sklavenwirtschaft","f",182
"32494","Syndesmose","f",182
"32927","Taps","m",182
"32954","Tariftreueerklärung","f",182
"33482","Tempowechsel","m",182
"33716","Textilarbeit","f",182
"33830","Themenbearbeitung","f",182
"34323","Typogenese","f",182
"34857","Umsatzzuwachs","m",182
"35305","Unlogik","f",182
"35979","Urkundensammlung","f",182
"36126","Vakuolisierung","f",182
"36214","Zahlenkombination","f",182
"36494","Zeitbasis","f",182
"36521","Zeitfresser","m",182
"36919","Ziegenmelker","m",182
"37217","Zollbetrag","m",182
"37642","Zuschauerschaft","f",182
"659","Abusus","m",181
"917","Alraune","f",181
"1611","Anhauch","m",181
"1617","Anheizen","n",181
"2032","Antikommunist","m",181
"2515","Arbeitsessen","n",181
"2892","Arkadenhof","m",181
"3133","Assimilationspolitik","f",181
"3354","Atomzertrümmerung","f",181
"3867","Aureus","m",181
"5008","Balm","f",181
"5044","Bandenbekämpfung","f",181
"5271","Basenpaarung","f",181
"5317","Baske","m",181
"5446","Baufälligkeit","f",181
"5600","Bautypus","m",181
"5691","Beckenausgang","m",181
"6836","Besieger","m",181
"7220","Beugehaft","f",181
"7680","Bildauswertung","f",181
"7910","Billing","n",181
"8331","Diacetylmorphin","n",181
"8385","Diastema","n",181
"8394","Diatribe","f",181
"8466","Dienstjubiläum","n",181
"8584","Digitoxin","n",181
"10547","Einsatzpunkt","m",181
"11443","Energiegewinn","m",181
"11577","Enteropathie","f",181
"11803","Entstehungsrechnung","f",181
"11921","Entwurfsvorlage","f",181
"12761","Ertragskurve","f",181
"13297","Expansivität","f",181
"13334","Explorieren","n",181
"13776","Falschinformation","f",181
"14216","Feindberührung","f",181
"14619","Fünftklässler","m",181
"14652","Funktionärin","f",181
"15138","Gasvergiftung","f",181
"15159","Gattungsgruppe","f",181
"15539","Gemeinschaftskonto","n",181
"15830","Geowissenschaftler","m",181
"15901","Gerichtsreferendar","m",181
